status_id;comment_id;Clinton;Trump;comment_message;page
153080620724_10158002994100725;10158002994100725_1338165906208149;O;N;Americans!! it's the best deal of the month!! The swamp is giving away for FREE!! Obama, Hillary, Biden, Bill and don't forget Weiner! Get them free at no cost!! Whoow it's been days and no one is in line 😳;Trump
153080620724_10156212400675725;10156212400675725_10156215019780725;N;N;What a poor representation of human life at Democrat debate.;Trump
153080620724_10156040335785725;10156040335785725_10156043467075725;N;N;Kenya tops the final medal table at the#BeijingWorlds2015. Sorry usa for the predicament. Potus, win for WE;Trump
153080620724_10156418731240725;10156418731240725_995773850460783;N;S;You did it again! Congrats! I know you will take care of us and make our Nation #1 again!;Trump
153080620724_10156926404290725;10156926404290725_1689382911327779;N;S;What a great rally.wish I was rich enough to see them all.We did see you in Reno the 3 times you were here.And you won in Nevada.You will win in N.Y. People are smart there.. I grew up in Buffalo NY.;Trump
153080620724_10157912325800725;10157912325800725_543901809134671;N;S;Donald Trump For President he will bring jobs to America;Trump
153080620724_10156274473045725;10156274473045725_10156275029410725;N;S;We're on your side Donald. No more politicians. Game over, the people are awake... Let's make our Republic strong again.;Trump
153080620724_10157730036570725;10157730036570725_1800174010207396;O;S;Reading a lot about troubling things about Trump's charity...odd...the media seems to ignore the lying clnton and the shenanigans going on there...recent goings on...yet...they dig back decades to find dirt on Donald J. Trump...JUST WHEN will these idiots in the media understand...it won't matter...Donald J. Trump is going to win in November...doesn't matter how much you idiots deceive and twist the numbers to suit your dogma...;Trump
153080620724_10156360166895725;10156360166895725_487000921483410;N;N;WHo cares I have not watched CNN in years..totally out of the loop..and does not report fair news..;Trump
153080620724_10157857037430725;10157857037430725_1764969617053619;N;O;You are a disgusting pig... and this was a bad mistake on your part...backfire bigtime;Trump
153080620724_10157782723135725;10157782723135725_881073982023436;N;S;People saying he should pay taxes. 1) He did and does. 2) He has made it clear that he felt the US government would squander the money they took from him.;Trump
153080620724_10156770046605725;10156770046605725_828098817300021;N;O;"""When Donald Trump holds rallies, his supporters aren't sending their best. They're sending people that have lots of problems, and they're bringing those problems with them. They're bringing hatred. They're bringing bigotry. They're racists. And some, I assume, are good people.""";Trump
153080620724_10157419392675725;10157419392675725_992230594226769;N;O;not a deal maker what is the deal with your taxes for example;Trump
153080620724_10157946929405725;10157946929405725_1774827092757452;N;N;Stop over regulating us! We can't keep up with the fines, inspections, permits, etc;Trump
153080620724_10156383812880725;10156383812880725_10156384120860725;N;N;Don't have time for his stupid tale. He needs to hurry up and get out. What a lame duck quack quack!;Trump
153080620724_10156383957225725;10156383957225725_1637309506536282;N;N;Why its an Americanization of an Arabic name any way, Isis doesn't call themselves isis;Trump
153080620724_10156327164170725;10156327164170725_10156332660310725;N;S;Saw your family on tv ,good looking Americans, clean, sharp,squared away;Trump
153080620724_10158088920965725;10158088920965725_1087697247994151;N;S;Praying for u trump!!!! Orlando for trump❤️❤️❤️❤️❤️;Trump
153080620724_10156730921700725;10156730921700725_970857329628139;N;S;To all the states getting ready to vote It's not only Donald J. Trump asking for your help its the People Please vote for Donald J. Trump we have to get AMERICA BACK;Trump
153080620724_10157825117215725;10157825117215725_1736048653315007;N;N;Gov Pence is great and intelligent and you can tell he's talking from his heart as well;Trump
153080620724_10157731913910725;10157731913910725_1797187477193746;N;O;I shudder to think what this country will be like if Trump wins . Studying will not help,he is uniquely unqualified in temperament,intellect and knowledge;Trump
153080620724_10156313287550725;10156313287550725_10156313628345725;N;N;There are his buddies, so of course he won't say it.;Trump
153080620724_10155846608075725;10155846608075725_10155846642760725;N;S;Vote trump america.he is our hope of getting america back;Trump
153080620724_10157510741110725;10157510741110725_1104192056341608;N;S;Perfect..what America must hear and truly understand. ..keep up the good work !;Trump
153080620724_10156300820925725;10156300820925725_10156301307190725;N;S;donald illegals come here without their families and they can go back without their families. if you break the law in america you are separated from your family when you go to prison. Eisenhower did deport and we need to do it more and more and detour these people to come back. If obama dumps 200,000 syrian refugees here in america we are in so much Danger! We love the plan to deport more and more illegals and they need to come here legally. This influx from obama has nothing to do with the brightest and the best he just wants more democrats to vote and cause more chaos in america because obama is a divider, a liar, a menace a criminal and a muslim. He cares nothing for you and I. Donald we know you will turn this country around and we need you!;Trump
153080620724_10156425109365725;10156425109365725_774320356028514;N;S;Yes.......Donald Trump is the best man for the job;Trump
153080620724_10156211212545725;10156211212545725_10156211514570725;N;N;Like your new hair do and face lift! You've got to look better than Rosie;Trump
153080620724_10155811380610725;10155811380610725_10155811845575725;N;S;Thank you for speaking the truth Donald we will see if people can handle the truth at the polls! I sure hope so! I am so sick of these politicians padding there wallets and leaving the middle class out to dry! I pray for you to become out next president. I know you will expect people in the White House to earn there pay not sit up there like a dummy agree to everything rather than standing up for us the ones they are representing. God bless America please protect us snd make us great again!;Trump
153080620724_10156475262795725;10156475262795725_10156479165800725;N;S;Make sure if you are not registered in the Republican Party please do so. It is easy to change. Call your local election board or go online with them.That way you can vote in the primary for Mr. Trump. If he doesn't get the nomination it is over and we cannot afford to let that happen.;Trump
153080620724_10158077455590725;10158077455590725_1529656637061272;N;S;I so want everyone to vote for this man that I'm even trying to influence Jehovah witness is the don't even vote at all;Trump
153080620724_10156559989840725;10156559989840725_1941748539383758;N;N;Forgot one thing Donald Trump..after the last eight years Americans have become Lazy and don't want to work...they want Free stuff.....;Trump
153080620724_10157984269835725;10157984269835725_512097402297389;N;S;You can hear the news I. The background and he needs to win NC!!!;Trump
153080620724_10156061231150725;10156061231150725_10156062157785725;N;N;Bill check out periscope, I watched him live, the news channels did not carry it and did a very poor job after the fact. I also saw the bomb go off the other day as it happend because someone was broadcasting live on periscope at the time.;Trump
153080620724_10157984269835725;10157984269835725_1069996036432489;N;N;Please live up to these challenges!! We need things to improve!;Trump
